DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,361,59,471,19,751,30.053423029541516,91.88524441106742,629.0613325593911
20240728,64,59,658,7,708,91.39060989442277,39.73742781829908,576.8719622872782
20240728,365,59,717,14,294,13.016128919852894,18.2972598385974,262.6866112415497
20240728,659,59,73,20,435,61.0285592966323,38.65680112451345,335.3146395788542
20240728,794,59,6,5,582,64.01407641591624,58.7624833640822,459.2234402200016
20240728,599,59,32,15,426,50.3440803594314,25.670818218456194,349.9851014221124
20240728,756,59,222,20,637,83.98614156705284,33.36315302092554,519.6507054120216
20240728,1000,59,78,4,336,29.53694042571303,46.43795204141425,260.0251075328727
20240728,176,59,362,13,270,20.810937169705138,13.653038572968034,235.53602425732683
20240728,432,59,584,5,476,57.242173696603835,46.343383612855426,372.41444269054074
20240728,340,59,940,6,992,81.84598927742262,75.6566799728883,834.4973307496891
20240728,181,59,39,11,648,71.14563706165312,88.94068675576891,487.913676182578
20240728,569,59,230,7,241,6.852084222400962,24.652899251984355,209.4950165256147
20240728,628,59,610,8,219,23.532765174253733,22.769459256049064,172.6977755696972
20240728,434,59,494,10,601,83.91140588239135,66.24376538161894,450.8448287359897
20240728,86,59,835,6,771,96.59174050106289,86.56310609294651,587.8451534059906
20240728,861,59,59,20,123,17.927605488654546,7.629248351553835,97.44314615979161
20240728,397,59,938,5,672,21.160355498444993,84.79844896733823,566.0411955342167
20240728,168,59,636,13,894,51.57231322059721,127.59647256186975,714.831214217533
20240728,936,59,437,9,140,14.304463014756392,10.475356429984949,115.22018055525865
20240728,978,59,290,19,340,19.415263424234166,43.58564093222264,276.9990956435432
20240728,862,59,775,17,883,108.12502824652417,108.12467241687628,666.7502993365995
20240728,692,59,136,15,746,37.27938936431353,77.45204039151055,631.2685702441759
20240728,594,59,728,6,172,20.68650412114315,20.86222851781894,130.4512673610379
20240728,206,59,134,19,100,6.137988326231677,10.33260474345538,83.52940693031294
20240728,673,59,626,1,643,49.93144415094531,42.03839220241277,551.0301636466419
20240728,434,59,732,18,844,109.06304712516088,80.67924621656395,654.2577066582752
20240728,955,59,40,10,139,5.75194987840557,7.369537303638765,125.87851281795567
20240728,769,59,238,5,669,56.730574108605175,68.24843377096502,544.0209921204298
20240728,609,59,867,14,348,49.073444421183844,48.706568133910075,250.21998744490608
20240728,856,59,33,6,464,61.79172056580326,30.762687997262017,371.4455914369347
20240728,964,59,76,19,763,18.87463393499642,82.07226268307156,662.053103381932
20240728,515,59,995,20,570,61.606492726212224,79.17400967743339,429.21949759635436
20240728,14,59,130,2,555,73.5679479968976,65.47654616617517,415.9555058369272
20240728,133,59,146,11,796,99.83769764746127,110.04054537005618,586.1217569824826
20240728,717,59,344,14,826,103.36887633978507,105.1976971556877,617.4334265045272
20240728,422,59,694,4,285,23.898842365268777,30.142860456203106,230.9582971785281
20240728,890,59,885,15,391,39.236957357126926,54.13316530371967,297.6298773391534
20240728,435,59,10,15,252,23.57380546545463,19.337885788101367,209.088308746444
20240728,890,59,793,16,763,37.69350272841825,71.56342538944504,653.7430718821367
20240728,987,59,452,10,430,25.522320816160192,32.057828935954504,372.4198502478853
20240728,910,59,715,10,963,68.28736341070791,76.14793241298126,818.5647041763109
20240728,902,59,380,14,325,10.599424753025179,42.4602355392591,271.94033970771574
20240728,815,59,181,14,606,19.838701855002828,56.1508909040644,530.0104072409328
20240728,476,59,6,5,282,23.822675256152916,25.040782250612118,233.13654249323497
20240728,768,59,867,9,344,30.02401201021079,27.37250756270621,286.603480427083
20240728,977,59,725,17,584,80.379926130466,46.00983103738517,457.61024283214886
20240728,261,59,767,7,791,90.50266170429872,42.900851349325265,657.596486946376
20240728,969,59,310,11,992,67.3133940069195,112.22860368091108,812.4580023121694
20240728,652,59,829,9,167,17.674818702342762,18.035582246194004,131.28959905146323
20240728,189,59,339,8,784,94.49640099336143,66.11748946885393,623.3861095377847
20240728,364,59,148,19,176,22.870008088961608,25.347256113894915,127.78273579714347
20240728,161,59,543,4,152,16.23079989488695,9.844533485715377,125.92466661939767
20240728,420,59,104,13,697,16.940016303479567,71.3532986666882,608.7066850298322
20240728,119,59,20,7,545,37.13258778279477,68.28019192602751,439.5872202911777
20240728,874,59,485,12,983,129.7227511344618,108.56731654026771,744.7099323252705
20240728,339,59,91,6,228,16.645658178572692,23.838819086570762,187.51552273485655
20240728,735,59,250,15,605,24.05891240261196,45.59764132098047,535.3434462764076
20240728,768,59,851,3,774,46.66349483502913,48.29831295148966,679.0381922134812
20240728,893,59,48,9,116,5.8833113487182676,9.738789804566776,100.37789884671496
20240728,138,59,640,11,675,19.355627958546783,41.126593723742594,614.5177783177106
20240728,309,59,385,5,443,8.954605015521249,57.48817829652388,376.5572166879549
20240728,713,59,702,5,602,53.186527986288034,85.85262673879186,462.9608452749201
20240728,833,59,757,3,995,100.72020214178548,65.10494416469734,829.1748536935172
20240728,527,59,326,1,466,19.01678738076674,23.354108175916895,423.62910444331635
20240728,22,59,595,13,894,49.781473361010775,132.38739686947844,711.8311297695108
20240728,795,59,864,13,995,96.2368013586352,101.5201927502947,797.2430058910701
20240728,151,59,560,17,438,31.555940215352972,53.85478872006874,352.58927106457827
20240728,599,59,741,19,986,141.8421349928563,89.67276695766368,754.48509804948
20240728,911,59,81,16,786,111.1812461877057,89.48451987867237,585.3342339336219
20240728,278,59,150,16,530,30.856628764193818,50.82310209369448,448.32026914211167
20240728,279,59,966,5,739,91.8132796936174,57.02765988775243,590.1590604186301
20240728,380,59,994,3,779,16.181475945107465,88.94133107096872,673.8771929839238
20240728,738,59,516,2,809,20.41747986020471,66.12099968874207,722.4615204510533
20240728,134,59,620,18,961,110.03376075187273,90.47444795780817,760.491791290319
20240728,349,59,359,7,754,53.22895958293506,100.145751773124,600.625288643941
20240728,137,59,867,12,879,36.194179215333996,100.67594594193837,742.1298748427276
20240728,381,59,625,16,287,38.92706002210666,36.10284568689025,211.97009429100308
20240728,515,59,536,6,777,56.789245568473625,58.95585314056803,661.2549012909583
20240728,153,59,868,1,337,47.17942434707318,34.08979680910204,255.7307788438248
20240728,937,59,186,12,371,21.272261256516902,51.89066522145833,297.83707352202475
20240728,398,59,559,5,462,17.99109678227385,43.382783570622834,400.62611964710334
20240728,972,59,893,10,569,47.82166528846655,54.44756832046646,466.730766391067
20240728,570,59,657,12,562,47.18930851967668,49.23655076590438,465.57414071441895
20240728,587,59,603,4,949,105.999476353472,124.43696049652924,718.5635631499988
20240728,364,59,147,19,205,14.224865527082729,18.83719852018125,171.937935952736
20240728,253,59,688,20,610,20.324059750894722,62.262350926782126,527.4135893223231
20240728,964,59,22,13,304,45.39977540090022,24.09338834238221,234.50683625671758
20240728,238,59,414,7,590,13.563919586160457,34.630542621132335,541.8055377927072
20240728,585,59,179,9,319,17.666502891018016,44.71294183992369,256.6205552690583
20240728,163,59,336,7,245,30.729505445011984,21.970926474944516,192.2995680800435
20240728,435,59,749,13,935,106.70631113104612,137.84344860185945,690.4502402670944
20240728,979,59,41,15,145,14.102645934120128,17.87994606204418,113.0174080038357
20240728,340,59,517,1,321,47.16412841908066,43.773326646954075,230.06254493396526
20240728,147,59,339,18,283,23.532762155175973,35.1551950713767,224.31204277344733
20240728,9,59,19,10,240,11.152612694663146,12.849818109140916,215.99756919619594
20240728,289,59,739,8,307,44.74794553494025,23.252258557985133,238.9997959070746
20240728,155,59,674,8,722,26.260783638290086,96.84844659970746,598.8907697620025
20240728,831,59,957,9,344,9.972478263390375,32.92112562379253,301.1063961128171
20240728,989,59,234,18,863,100.76315322366736,65.5177286361672,696.7191181401654
20240728,656,59,578,4,124,15.670792049770444,18.31171600581036,90.01749194441919
20240728,957,59,199,6,960,25.50849636027968,119.69547665719078,814.7960269825296
20240728,484,59,599,12,118,2.807129112397981,6.840922352959977,108.35194853464205
20240728,712,59,565,4,490,23.73921664613554,63.75106696719928,402.5097163866652
20240728,919,59,407,18,598,47.7417442248912,36.96770526498783,513.290550510121
20240728,179,59,57,13,160,17.663466225333643,10.244085718271467,132.0924480563949
20240728,796,59,327,13,473,45.11961702278493,45.81707731770981,382.06330565950526
20240728,379,59,782,1,118,3.33196612205014,16.308326438318566,98.3597074396313
20240728,230,59,308,14,784,43.259372886912914,90.37631803503467,650.3643090780524
20240728,341,59,718,5,437,15.78076634668036,34.58268598973673,386.6365476635829
20240728,423,59,116,6,172,14.330762839032582,18.83542681685113,138.83381034411627
20240728,446,59,838,7,238,33.71050734314719,31.157246984748028,173.13224567210477
20240728,6,59,254,16,424,9.190761796991776,42.57519833758036,372.23403986542786
20240728,316,59,225,9,603,33.240786977373524,74.9557419516439,494.8034710709826
20240728,720,59,781,9,462,67.81327191217255,48.27162722260645,345.915100865221
20240728,293,59,282,5,929,58.075258364438646,123.09509625615277,747.8296453794086
20240728,955,59,294,6,712,70.55536094332597,101.20248170328554,540.2421573533885
20240728,71,59,468,10,963,136.82072085895837,94.02309392072509,732.1561852203165
20240728,324,59,546,3,157,8.548796394005418,15.220226190366658,133.23097741562793
20240728,86,59,720,12,223,16.835166920292707,31.299287226603386,174.86554585310392
20240728,724,59,313,3,273,34.30189432229081,28.265753677298452,210.43235200041073
20240728,531,59,281,1,729,84.78648676093859,81.42492050535098,562.7885927337104
20240728,368,59,806,2,510,39.81375988595056,31.34355564727837,438.84268446677106
20240728,510,59,122,9,111,11.41908734308245,14.966083539616848,84.6148291173007
20240728,736,59,226,9,786,22.235405168355854,90.13938397296891,673.6252108586752
20240728,369,59,696,16,186,22.827257132017575,25.115372259404857,138.05737060857757
20240728,720,59,921,1,579,57.49171886691221,37.24006204820389,484.26821908488387
20240728,473,59,593,20,626,60.919679562027106,72.64573492972178,492.4345855082511
20240728,557,59,517,15,751,86.61396588045602,93.19862322444635,571.1874108950976
20240728,603,59,354,2,471,11.339027313698754,67.45865218509779,392.2023205012035
20240728,736,59,654,20,440,46.75344456875617,24.713529416353268,368.53302601489054
20240728,982,59,442,5,187,26.582291977752238,19.838700938535563,140.5790070837122
20240728,577,59,873,14,433,38.823078253190644,45.92672270596057,348.25019904084877
20240728,816,59,975,16,534,64.27285218676357,46.2230138793089,423.5041339339275
20240728,128,59,604,8,488,71.72395615036918,50.74910391745681,365.526939932174
20240728,962,59,352,10,886,47.20643265945697,76.20362126923663,762.5899460713064
20240728,8,59,148,19,637,94.87257616544395,69.10226742019039,473.02515641436565
20240728,986,59,207,1,545,40.250832687283626,53.89760749951974,450.8515598131967
20240728,285,59,152,8,667,61.07825761972969,56.78685455225475,549.1348878280155
20240728,929,59,369,19,934,63.59038512924706,82.04243015203231,788.3671847187206
20240728,15,59,956,11,400,41.78379310370024,58.79045796300035,299.4257489332994
20240728,203,59,672,13,728,71.31935461735723,97.13095174385528,559.5496936387875
20240728,703,59,2,9,352,47.588723992526425,34.22003677946706,270.1912392280065
20240728,228,59,683,8,172,14.859352653960732,13.098489281248561,144.0421580647907
20240728,339,59,929,1,308,37.26008966436075,38.83954506943291,231.90036526620634
20240728,741,59,60,13,176,5.290551895964101,23.461110353984264,147.24833775005163
20240728,33,59,616,11,908,109.55716427762273,66.88634443360985,731.5564912887673
20240728,252,59,980,11,428,34.978146583162314,53.67518671426193,339.34666670257576
20240728,577,59,307,11,921,19.821413646942812,63.19254512980438,837.9860412232529
20240728,902,59,536,4,551,18.776085391343955,55.54941441395506,476.67450019470095
20240728,552,59,281,6,429,30.547458117885814,28.298928222940958,370.15361365917323
20240728,330,59,485,18,923,31.254431980226677,71.98696423413183,819.7586037856415
20240728,89,59,462,16,681,72.9199187662762,75.54992836711735,532.5301528666064
20240728,560,59,107,9,739,84.63030189568391,38.03966404281682,616.3300340614993
20240728,693,59,16,3,156,13.547631857724218,18.02696636954041,124.42540177273537
20240728,957,59,756,1,215,32.03939424252764,30.55504098658552,152.40556477088683
20240728,858,59,349,11,991,39.24474209110394,125.72811519746914,826.0271427114269
20240728,538,59,292,10,544,14.119476525815923,50.6494535063593,479.2310699678248
20240728,528,59,44,16,502,28.519259836186357,37.406654221895494,436.07408594191816
20240728,298,59,829,17,445,28.05777857979776,23.69582398483478,393.24639743536744
20240728,632,59,914,11,787,19.43586780002775,79.1081331862548,688.4559990137175
20240728,596,59,188,2,472,44.44668653215047,52.55887446337159,374.99443900447795
20240728,321,59,364,6,761,31.45695618177478,107.74441231485264,621.7986315033726
